Name,contact_number,Contact_email,creation_date,first_call_attempt,lead_status,lead_stage,lead_tag,assigned_to,last_call_date,last_call_time,references,campaign_name,source_type,source_name,Total Leads,Sales,Conversion Rate (%),Cost per Lead,Total Cost
Meera Pillai,6539972405,meera.pillai867@example.com,10-07-2025 22:42,29-07-2025 15:24,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,29-07-2025 15:24,3:24 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,60,2,3.33,48.97,2938.2
Sneha Yadav,7810219271,sneha.yadav193@yahoo.com,10-07-2025 22:40,24-07-2025 15:28,CLOSED,LOST,not-interested,Megha S,24-07-2025 15:28,3:28 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,266,12,4.51,61.21,16281.86
Rahul Patel,8978270668,rahul.patel302@yahoo.com,10-07-2025 22:37,28-07-2025 12:03,CLOSED,LOST,not-interested,Megha S,28-07-2025 12:03,12:03 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,296,17,5.74,24.48,7246.08
Nikhil Bhat,8274992477,nikhil.bhat665@hotmail.com,10-07-2025 22:27,,CLOSED,LOST,lost-to-competition,Anshad ,,,,Business Accounting,INSTAGRAM,INSTAGRAM,166,1,0.6,37.84,6281.44
Kavya Joshi,7427390781,kavya.joshi938@hotmail.com,10-07-2025 22:25,19-07-2025 10:53,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,19-07-2025 10:53,10:53 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,159,14,8.81,30.3,4817.7
Nikhil Reddy,8562680096,nikhil.reddy148@hotmail.com,10-07-2025 22:22,29-07-2025 15:23,CLOSED,LOST,not-interested,Megha S,29-07-2025 15:23,3:23 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,292,1,0.34,49.92,14576.64
Nikhil Kumar,6271503721,nikhil.kumar387@gmail.com,10-07-2025 22:13,11-07-2025 10:29,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,11-07-2025 10:29,10:29 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,189,13,6.88,43.82,8281.98
Vikram Yadav,8896807631,vikram.yadav36@outlook.com,10-07-2025 21:57,19-07-2025 15:03,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,19-07-2025 15:03,3:03 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,138,7,5.07,62.15,8576.7
Aisha Chopra,9963904976,aisha.chopra472@yahoo.com,10-07-2025 21:55,11-07-2025 10:24,PENDING WITH EXECUTIVE,Prospect,,Anshad ,11-07-2025 10:24,10:24 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,53,5,9.43,45.7,2422.1
Meera Das,9466596212,meera.das539@outlook.com,10-07-2025 21:48,22-07-2025 15:25,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,22-07-2025 15:25,3:25 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,123,5,4.07,14.14,1739.22
Anjali Bhat,8977167902,anjali.bhat266@example.com,10-07-2025 21:48,15-07-2025 09:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,124,1,0.81,13.01,1613.24
Arjun Yadav,8121915016,arjun.yadav110@example.com,10-07-2025 21:31,15-07-2025 09:18,CLOSED,Prospect,,Anshad ,15-07-2025 09:18,9:18 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,169,10,5.92,64,10816
Varun Malhotra,8339115748,varun.malhotra792@hotmail.com,10-07-2025 21:21,11-07-2025 12:30,CLOSED,LOST,not-interested,Riswana,11-07-2025 12:30,12:30 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,189,16,8.47,38.88,7348.32
Vikram Pillai,7909676833,vikram.pillai739@hotmail.com,10-07-2025 21:11,24-07-2025 15:28,CLOSED,LOST,call-not-connected,Megha S,10-12-2025 18:28,6:28 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,174,15,8.62,17.07,2970.18
Arjun Joshi,9523119176,arjun.joshi613@yahoo.com,10-07-2025 21:08,11-07-2025 11:23,PENDING WITH EXECUTIVE,Prospect,,Anshad ,11-07-2025 11:23,11:23 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,243,14,5.76,34.7,8432.1
Sanjay Menon,6229704184,sanjay.menon347@gmail.com,10-07-2025 20:38,28-07-2025 11:05,CLOSED,LOST,not-interested,Megha S,28-07-2025 11:05,11:05 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,104,2,1.92,51.59,5365.36
Riya Menon,6003351828,riya.menon623@outlook.com,10-07-2025 20:18,11-07-2025 16:29,PENDING WITH EXECUTIVE,Prospect,,Anshad ,11-07-2025 16:29,4:29 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,228,13,5.7,17.92,4085.76
Vikram Shetty,9434610098,vikram.shetty827@example.com,10-07-2025 20:13,24-07-2025 15:24,CLOSED,LOST,not-interested,Megha S,24-07-2025 15:24,3:24 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,205,18,8.78,42.63,8739.15
Rohit Chopra,7350193635,rohit.chopra95@example.com,10-07-2025 19:54,25-07-2025 18:48,CLOSED,LOST,not-interested,Megha S,25-07-2025 18:48,6:48 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,125,3,2.4,24.18,3022.5
Aditya Kulkarni,9119054397,aditya.kulkarni762@gmail.com,10-07-2025 19:53,24-07-2025 13:28,CLOSED,LOST,not-interested,Megha S,24-07-2025 13:28,1:28 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,128,10,7.81,14.84,1899.52
Sneha Joshi,9575636311,sneha.joshi537@gmail.com,10-07-2025 19:49,15-07-2025 09:17,CLOSED,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,62,3,4.84,58.21,3609.02
Divya Reddy,8781587222,divya.reddy744@hotmail.com,10-07-2025 19:48,28-07-2025 10:44,CLOSED,LOST,not-interested,Megha S,28-07-2025 10:44,10:44 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,75,7,9.33,48.96,3672
Sneha Gupta,9257539434,sneha.gupta874@hotmail.com,10-07-2025 19:44,15-07-2025 09:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,209,8,3.83,11.68,2441.12
Sanjay Nair,8769261577,sanjay.nair525@yahoo.com,10-07-2025 19:40,27-07-2025 15:37,CLOSED,CONVERTED,,Megha S,27-07-2025 15:37,3:37 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,237,22,9.28,52.51,12444.87
Arjun Iyer,6126787174,arjun.iyer271@example.com,10-07-2025 19:38,29-07-2025 15:19,CLOSED,LOST,not-interested,Megha S,11-09-2025 18:56,6:56 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,97,7,7.22,6.74,653.78
Kavya Menon,9418067729,kavya.menon494@example.com,10-07-2025 19:12,19-07-2025 17:53,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Akhil M A,19-07-2025 17:53,5:53 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,62,0,0,14.39,892.18
Anjali Patel,9494214179,anjali.patel518@outlook.com,10-07-2025 19:10,01-08-2025 14:31,CLOSED,LOST,not-interested,Megha S,01-08-2025 14:31,2:31 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,265,1,0.38,55.03,14582.95
Manoj Das,7494341836,manoj.das972@gmail.com,10-07-2025 19:07,19-07-2025 12:44,CLOSED,LOST,not-interested,Megha S,19-07-2025 12:44,12:44 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,298,1,0.34,54.4,16211.2
Anjali Menon,8959927176,anjali.menon60@yahoo.com,10-07-2025 19:03,23-07-2025 10:48,CLOSED,LOST,not-interested,Megha S,23-07-2025 10:48,10:48 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,262,10,3.82,28.05,7349.1
Kiran Joshi,6366278103,kiran.joshi971@hotmail.com,10-07-2025 18:58,28-07-2025 10:41,CLOSED,LOST,not-interested,Megha S,28-07-2025 10:41,10:41 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,113,9,7.96,51.86,5860.18
Riya Reddy,8738943050,riya.reddy48@outlook.com,10-07-2025 18:52,11-07-2025 14:56,PENDING WITH EXECUTIVE,Prospect,,Anshad ,11-07-2025 14:56,2:56 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,50,2,4,21.45,1072.5
Aditya Menon,7012110954,aditya.menon448@gmail.com,10-07-2025 18:48,23-07-2025 16:23,CLOSED,LOST,not-interested,Megha S,16-12-2025 15:39,3:39 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,288,1,0.35,67.76,19514.88
Varun Bhat,8187091808,varun.bhat503@outlook.com,10-07-2025 18:39,19-07-2025 11:41,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Akhil M A,19-07-2025 11:41,11:41 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,95,1,1.05,24.07,2286.65
Anjali Bhat,8305702034,anjali.bhat919@outlook.com,10-07-2025 18:37,15-07-2025 09:17,CLOSED,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,129,8,6.2,11.94,1540.26
Arjun Joshi,8530755582,arjun.joshi943@example.com,10-07-2025 18:32,22-07-2025 10:08,CLOSED,LOST,not-interested,Megha S,22-07-2025 10:08,10:08 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,285,15,5.26,28.28,8059.8
Riya Bhat,7929104946,riya.bhat509@gmail.com,10-07-2025 18:19,24-07-2025 15:23,CLOSED,LOST,not-interested,Megha S,24-07-2025 15:23,3:23 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,134,0,0,27.04,3623.36
Manoj Menon,7775124569,manoj.menon469@outlook.com,10-07-2025 18:12,28-07-2025 10:40,CLOSED,LOST,not-interested,Megha S,28-07-2025 10:40,10:40 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,229,19,8.3,57.69,13211.01
Arjun Bose,8330382765,arjun.bose688@yahoo.com,10-07-2025 18:12,22-07-2025 16:37,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Megha S,27-07-2025 15:23,3:23 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,267,4,1.5,10.14,2707.38
Rohit Das,7797304371,rohit.das156@gmail.com,10-07-2025 18:06,15-07-2025 09:17,PENDING WITH EXECUTIVE,Prospect,,Devi Nandhana,21-08-2025 10:49,10:49 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,133,9,6.77,40.42,5375.86
Kavya Chopra,8839076841,kavya.chopra210@example.com,10-07-2025 18:04,15-07-2025 09:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,153,9,5.88,61,9333
Varun Singh,8515329736,varun.singh169@yahoo.com,10-07-2025 18:01,22-07-2025 16:37,CLOSED,LOST,not-interested,Megha S,22-07-2025 16:37,4:37 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,268,7,2.61,50.55,13547.4
Sneha Joshi,9638042332,sneha.joshi909@yahoo.com,10-07-2025 17:53,11-07-2025 15:41,PENDING WITH EXECUTIVE,Prospect,,Anshad ,11-07-2025 15:41,3:41 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,265,22,8.3,28.81,7634.65
Arjun Nair,6577617224,arjun.nair506@hotmail.com,10-07-2025 17:45,19-07-2025 15:44,CLOSED,LOST,not-interested,Anshad ,19-07-2025 15:44,3:44 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,246,21,8.54,36.33,8937.18
Kavya Sharma,9437127322,kavya.sharma178@yahoo.com,10-07-2025 17:44,15-07-2025 09:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,15-07-2025 09:17,9:17 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,108,2,1.85,26.03,2811.24
Manoj Chopra,9612213365,manoj.chopra935@outlook.com,10-07-2025 17:39,15-07-2025 09:05,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,15-07-2025 09:05,9:05 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,111,4,3.6,29.3,3252.3
Arjun Joshi,8191780712,arjun.joshi169@yahoo.com,10-07-2025 17:36,22-07-2025 13:06,CLOSED,LOST,not-interested,Megha S,22-07-2025 13:06,1:06 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,143,5,3.5,25.78,3686.54
Nikhil Gupta,8636666335,nikhil.gupta867@outlook.com,10-07-2025 17:34,,CLOSED,LOST,not-interested,Anandhakrishnan,,,,Python Knovista,INSTAGRAM,INSTAGRAM,123,6,4.88,11.98,1473.54
Aditya Menon,9395461126,aditya.menon864@hotmail.com,10-07-2025 17:30,11-07-2025 11:25,CLOSED,LOST,not-interested,Megha S,11-07-2025 11:25,11:25 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,166,4,2.41,63.43,10529.38
Rahul Kumar,6029799836,rahul.kumar588@example.com,10-07-2025 17:25,10-07-2025 18:42,CLOSED,LOST,not-interested,Dharshana,10-07-2025 18:42,6:42 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,252,0,0,39.68,9999.36
Riya Reddy,6649546253,riya.reddy581@yahoo.com,10-07-2025 17:16,10-07-2025 18:37,CLOSED,LOST,not-interested,Anshad ,25-08-2025 10:02,10:02 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,240,0,0,17.92,4300.8
Varun Kumar,8460949964,varun.kumar713@gmail.com,10-07-2025 17:02,28-07-2025 10:40,CLOSED,LOST,not-interested,Megha S,28-07-2025 10:40,10:40 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,221,4,1.81,14.7,3248.7
Manoj Bose,9040208087,manoj.bose125@gmail.com,10-07-2025 17:00,11-07-2025 10:24,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,11-07-2025 10:24,10:24 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,246,6,2.44,36.83,9060.18
Pooja Shetty,7035075481,pooja.shetty530@hotmail.com,10-07-2025 16:51,10-07-2025 18:44,CLOSED,LOST,not-interested,Anshad ,10-07-2025 18:44,6:44 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,259,25,9.65,56.94,14747.46
Divya Joshi,6706056377,divya.joshi135@gmail.com,10-07-2025 16:36,11-07-2025 10:25,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,11-07-2025 10:25,10:25 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,214,9,4.21,41.91,8968.74
Aditya Singh,8407163420,aditya.singh981@example.com,10-07-2025 16:18,11-07-2025 12:52,CLOSED,LOST,not-interested,Anshad ,11-07-2025 12:52,12:52 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,265,21,7.92,57.4,15211
Aisha Chopra,7953102684,aisha.chopra499@gmail.com,10-07-2025 15:48,11-07-2025 10:36,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,11-07-2025 10:36,10:36 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,89,3,3.37,42.7,3800.3
Arjun Kulkarni,6352915755,arjun.kulkarni929@outlook.com,10-07-2025 15:41,,CLOSED,LOST,not-interested,Shilpa Sudhakaran,,,,Business Accounting,INSTAGRAM,INSTAGRAM,225,20,8.89,52.5,11812.5
Neha Kumar,8930106073,neha.kumar332@example.com,10-07-2025 15:23,15-07-2025 09:04,CLOSED,Prospect,,Anshad ,15-07-2025 09:04,9:04 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,131,3,2.29,40.13,5257.03
Meera Pillai,9724215413,meera.pillai339@gmail.com,10-07-2025 15:12,19-07-2025 15:00,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,19-07-2025 15:00,3:00 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,98,8,8.16,40.26,3945.48
Aditya Iyer,7825722476,aditya.iyer671@example.com,10-07-2025 15:10,10-07-2025 18:34,CLOSED,LOST,not-interested,Dharshana,06-12-2025 15:44,3:44 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,151,6,3.97,58.58,8845.58
Karthik Iyer,8447722062,karthik.iyer94@yahoo.com,10-07-2025 15:09,10-07-2025 18:50,CLOSED,LOST,not-interested,Dharshana,10-07-2025 18:50,6:50 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,219,17,7.76,26.53,5810.07
Manoj Das,6643236255,manoj.das40@example.com,10-07-2025 15:06,22-07-2025 17:24,CLOSED,LOST,not-interested,Anshad ,22-07-2025 17:24,5:24 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,143,13,9.09,14.99,2143.57
Nikhil Kumar,8224075630,nikhil.kumar311@outlook.com,10-07-2025 15:03,19-07-2025 16:44,CLOSED,LOST,not-interested,Anshad ,19-07-2025 16:44,4:44 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,178,0,0,29.12,5183.36
Aditya Joshi,6028955820,aditya.joshi330@hotmail.com,10-07-2025 14:53,10-07-2025 15:36,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,10-07-2025 15:36,3:36 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,283,13,4.59,29.49,8345.67
Aisha Pillai,8231795225,aisha.pillai444@gmail.com,10-07-2025 14:49,19-07-2025 15:39,CLOSED,LOST,not-interested,Anandhakrishnan,19-07-2025 15:39,3:39 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,86,5,5.81,32.26,2774.36
Pooja Reddy,7478558080,pooja.reddy969@yahoo.com,10-07-2025 14:48,,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,,,,Python Knovista,INSTAGRAM,INSTAGRAM,60,0,0,65.61,3936.6
Meera Chopra,8203399910,meera.chopra945@hotmail.com,10-07-2025 14:43,11-07-2025 10:42,CLOSED,LOST,not-interested,Anandhakrishnan,11-07-2025 10:42,10:42 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,208,17,8.17,63.92,13295.36
Riya Das,6865285488,riya.das184@outlook.com,10-07-2025 14:41,11-07-2025 11:09,CLOSED,LOST,not-interested,Anandhakrishnan,11-07-2025 11:09,11:09 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,143,6,4.2,57.59,8235.37
Manoj Kulkarni,7605598442,manoj.kulkarni858@hotmail.com,10-07-2025 14:41,15-07-2025 09:04,CLOSED,Prospect,,Anshad ,15-07-2025 09:04,9:04 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,252,2,0.79,38.8,9777.6
Anjali Kapoor,7177750143,anjali.kapoor34@hotmail.com,10-07-2025 14:40,11-07-2025 10:08,CLOSED,LOST,not-interested,Anandhakrishnan,11-07-2025 10:08,10:08 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,181,9,4.97,42.96,7775.76
Sneha Chopra,9746809872,sneha.chopra412@yahoo.com,10-07-2025 14:34,14-08-2025 10:27,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,14-08-2025 10:27,10:27 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,147,6,4.08,66.91,9835.77
Aisha Bhat,9046148984,aisha.bhat602@gmail.com,10-07-2025 14:25,11-07-2025 16:36,CLOSED,LOST,not-interested,Anandhakrishnan,11-07-2025 16:36,4:36 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,239,9,3.77,18.86,4507.54
Manoj Kumar,7914408637,manoj.kumar799@yahoo.com,10-07-2025 14:07,10-07-2025 15:21,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Anandhakrishnan,10-07-2025 15:21,3:21 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,193,19,9.84,54.3,10479.9
Kavya Joshi,8902001185,kavya.joshi899@hotmail.com,10-07-2025 14:02,10-07-2025 15:34,PENDING WITH EXECUTIVE,Prospect,,Anshad ,10-07-2025 15:34,3:34 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,133,13,9.77,47.23,6281.59
Rohit Gupta,6768256216,rohit.gupta478@gmail.com,10-07-2025 13:58,19-07-2025 11:07,CLOSED,LOST,not-interested,Megha S,19-07-2025 11:07,11:07 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,238,22,9.24,60.27,14344.26
Kavya Nair,6088747658,kavya.nair479@gmail.com,10-07-2025 13:42,10-07-2025 16:04,PENDING WITH EXECUTIVE,Prospect,,Anshad ,10-07-2025 16:04,4:04 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,211,18,8.53,10.33,2179.63
Rahul Gupta,7082593099,rahul.gupta225@hotmail.com,10-07-2025 13:42,10-07-2025 16:06,PENDING WITH EXECUTIVE,Prospect,,Anshad ,10-07-2025 16:06,4:06 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,199,14,7.04,25.6,5094.4
Aditya Singh,7101613531,aditya.singh36@hotmail.com,10-07-2025 13:41,15-07-2025 09:04,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Asiya ,28-10-2025 14:49,2:49 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,299,21,7.02,32.37,9678.63
Manoj Kumar,9289554893,manoj.kumar994@example.com,10-07-2025 13:38,10-07-2025 17:53,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,10-07-2025 17:53,5:53 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,79,6,7.59,69.74,5509.46
Anjali Reddy,7630911700,anjali.reddy134@outlook.com,10-07-2025 13:36,19-07-2025 11:07,CLOSED,CONVERTED,,Megha S,19-07-2025 11:07,11:07 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,104,4,3.85,57.82,6013.28
Karthik Kapoor,9960419864,karthik.kapoor219@example.com,10-07-2025 13:32,15-07-2025 09:04,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Anshad ,15-07-2025 09:04,9:04 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,63,3,4.76,34.21,2155.23
Sanjay Joshi,8315546401,sanjay.joshi566@outlook.com,10-07-2025 13:31,19-07-2025 16:16,CLOSED,LOST,not-interested,Akhil M A,19-07-2025 16:16,4:16 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,157,6,3.82,9.54,1497.78
Riya Das,6073223252,riya.das176@example.com,10-07-2025 13:28,15-07-2025 09:04,CLOSED,Prospect,,Anshad ,15-07-2025 09:04,9:04 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,87,4,4.6,22.92,1994.04
Neha Sharma,9973695753,neha.sharma9@hotmail.com,10-07-2025 13:27,19-07-2025 11:06,CLOSED,LOST,not-interested,Megha S,19-07-2025 11:06,11:06 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,171,13,7.6,7.47,1277.37
Kavya Patel,8706110699,kavya.patel155@hotmail.com,10-07-2025 13:20,11-07-2025 10:13,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,11-07-2025 10:13,10:13 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,175,4,2.29,45.54,7969.5
Arjun Kulkarni,6190054889,arjun.kulkarni638@outlook.com,10-07-2025 13:14,,CLOSED,LOST,not-interested,Anshad ,,,,Business Accounting,INSTAGRAM,INSTAGRAM,124,6,4.84,43.15,5350.6
Kavya Nair,7379331398,kavya.nair414@gmail.com,10-07-2025 13:13,11-07-2025 12:11,CLOSED,CONVERTED,,Anandhakrishnan,08-08-2025 14:18,2:18 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,199,1,0.5,24.39,4853.61
Karthik Kapoor,9187457975,karthik.kapoor856@yahoo.com,10-07-2025 13:11,19-07-2025 15:10,PENDING WITH EXECUTIVE,Follow Up Required,cold,Anshad ,19-07-2025 15:10,3:10 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,275,13,4.73,54.9,15097.5
Riya Kapoor,6035898935,riya.kapoor721@example.com,10-07-2025 13:07,11-07-2025 12:11,CLOSED,LOST,not-interested,Anandhakrishnan,08-08-2025 11:29,11:29 AM,,Business Accounting,INSTAGRAM,INSTAGRAM,245,1,0.41,57.81,14163.45
Karthik Gupta,8049211005,karthik.gupta430@hotmail.com,10-07-2025 13:05,10-07-2025 15:59,CLOSED,LOST,not-interested,Akhil M A,10-07-2025 15:59,3:59 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,74,5,6.76,40.62,3005.88
Riya Nair,6250973230,riya.nair423@hotmail.com,10-07-2025 13:02,18-07-2025 12:48,CLOSED,LOST,call-not-connected,Megha S,18-07-2025 12:48,12:48 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,291,15,5.15,60.74,17675.34
Manoj Yadav,7097553790,manoj.yadav362@example.com,10-07-2025 13:00,19-07-2025 12:18,CLOSED,LOST,not-interested,Megha S,19-07-2025 12:18,12:18 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,73,1,1.37,69.99,5109.27
Anjali Kapoor,6567239088,anjali.kapoor595@yahoo.com,10-07-2025 12:56,18-07-2025 12:45,CLOSED,LOST,not-interested,Megha S,18-07-2025 12:45,12:45 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,130,2,1.54,67.78,8811.4
Aditya Kulkarni,7835059756,aditya.kulkarni344@example.com,10-07-2025 12:53,15-07-2025 09:17,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Asiya ,04-12-2025 17:45,5:45 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,171,6,3.51,42.88,7332.48
Arjun Yadav,7395925291,arjun.yadav360@hotmail.com,10-07-2025 12:45,10-07-2025 13:23,PENDING WITH EXECUTIVE,Prospect,,Devi Nandhana,10-07-2025 13:23,1:23 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,56,3,5.36,61.13,3423.28
Sneha Bhat,8159724223,sneha.bhat121@example.com,10-07-2025 12:44,11-07-2025 12:15,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,11-07-2025 12:29,12:29 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,162,0,0,59.21,9592.02
Sanjay Chopra,6124777893,sanjay.chopra866@outlook.com,10-07-2025 12:38,11-07-2025 10:47,CLOSED,LOST,not-interested,Anandhakrishnan,11-07-2025 10:47,10:47 AM,,Python Knovista,INSTAGRAM,INSTAGRAM,196,4,2.04,58.65,11495.4
Aditya Menon,6940747312,aditya.menon112@example.com,10-07-2025 12:35,18-07-2025 13:03,CLOSED,LOST,not-interested,Megha S,18-07-2025 13:03,1:03 PM,,Business Accounting,INSTAGRAM,INSTAGRAM,111,10,9.01,47.09,5226.99
Rohit Malhotra,7340861621,rohit.malhotra612@outlook.com,10-07-2025 12:22,10-07-2025 15:35,NOT CONNECTED - RESCHEDULED BY SYSTEM,Follow Up Required,cold,Anshad ,10-07-2025 15:35,3:35 PM,,Python Knovista,INSTAGRAM,INSTAGRAM,288,6,2.08,61.9,17827.2
